ReferencingSchema,ReferencingObject,ReferencedSchema,ReferencedObject,ReferencedObjectType,IsAmbiguous
dbo,usp_CostCenterwiseAllReport,dbo,CostCenterInfo,USER_TABLE,False
dbo,usp_CostCenterwiseAllReport,dbo,RO_CakeSalesDetail,USER_TABLE,False
dbo,usp_CostCenterwiseAllReport,dbo,RO_CakeSalesMaster,USER_TABLE,False
dbo,usp_CostCenterwiseAllReport,dbo,RO_SalesDetail,USER_TABLE,False
dbo,usp_CostCenterwiseAllReport,dbo,RO_SalesMaster,USER_TABLE,False
dbo,usp_CostCenterwiseAllReport,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,usp_CostCenterwiseDailyReport,dbo,CBMS_BillPostLog,USER_TABLE,False
dbo,usp_CostCenterwiseDailyReport,dbo,CostCenterInfo,USER_TABLE,False
dbo,usp_CostCenterwiseDailyReport,dbo,RO_CakeSalesDetail,USER_TABLE,False
dbo,usp_CostCenterwiseDailyReport,dbo,RO_CakeSalesMaster,USER_TABLE,False
dbo,usp_CostCenterwiseDailyReport,dbo,RO_SalesDetail,USER_TABLE,False
dbo,usp_CostCenterwiseDailyReport,dbo,RO_SalesMaster,USER_TABLE,False
dbo,usp_CostCenterwiseSummaryReport,dbo,CBMS_BillPostLog,USER_TABLE,False
dbo,usp_CostCenterwiseSummaryReport,dbo,CostCenterInfo,USER_TABLE,False
dbo,usp_CostCenterwiseSummaryReport,dbo,RO_CakeSalesDetail,USER_TABLE,False
dbo,usp_CostCenterwiseSummaryReport,dbo,RO_CakeSalesMaster,USER_TABLE,False
dbo,usp_CostCenterwiseSummaryReport,dbo,RO_SalesDetail,USER_TABLE,False
dbo,usp_CostCenterwiseSummaryReport,dbo,RO_SalesMaster,USER_TABLE,False
dbo,usp_CounterPerson,dbo,Users,USER_TABLE,False
dbo,usp_CounterTotal_ForBillsUpdate,dbo,tbl_CounterTotal,USER_TABLE,False
dbo,usp_CounterTotal_ForBillsUpdate,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_CounterTotal_ForBillsUpdate,dbo,tbl_ROVaultNote,USER_TABLE,False
dbo,usp_CounterTotal_ForBillsUpdate,dbo,Users,USER_TABLE,False
dbo,usp_CounterTotal_ForCoinUpdate,dbo,tbl_CounterTotal,USER_TABLE,False
dbo,usp_CounterTotal_ForCoinUpdate,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_CounterTotal_ForCoinUpdate,dbo,tbl_ROVaultNote,USER_TABLE,False
dbo,usp_CounterTotal_ForCoinUpdate,dbo,Users,USER_TABLE,False
dbo,usp_CounterTotal_getdata,dbo,CostCenterInfo,USER_TABLE,False
dbo,usp_CounterTotal_getdata,dbo,tbl_CounterTotal,USER_TABLE,False
dbo,usp_CounterTotal_getdata,dbo,Users,USER_TABLE,False
dbo,usp_CounterTotal_getOpenBalance,dbo,tbl_CounterTotal,USER_TABLE,False
dbo,usp_CounterTotal_Insert,dbo,tbl_CounterTotal,USER_TABLE,False
dbo,usp_CounterTransaction_getAllData,dbo,CostCenterInfo,USER_TABLE,False
dbo,usp_CounterTransaction_getAllData,dbo,tbl_CTransaction,USER_TABLE,False
dbo,usp_CounterTransaction_getAllData,dbo,Users,USER_TABLE,False
dbo,USP_CreateSToreMinimumStock,dbo,StoreItemMinimumStock,USER_TABLE,False
dbo,usp_CReport_CounterView,dbo,tbl_CounterTotal,USER_TABLE,False
dbo,usp_CReport_CounterView,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_CReport_CounterView,dbo,tbl_ROVaultNote,USER_TABLE,False
dbo,usp_CReport_CounterView,dbo,Users,USER_TABLE,False
dbo,usp_CReport_CounterViewClose,dbo,tbl_CounterTotal,USER_TABLE,False
dbo,usp_CReport_CounterViewClose,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_CReport_CounterViewClose,dbo,tbl_ROVaultNote,USER_TABLE,False
dbo,usp_CReport_CounterViewClose,dbo,Users,USER_TABLE,False
dbo,usp_CReport_VaultView,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_CReport_VaultView,dbo,tbl_ROVaultNote,USER_TABLE,False
dbo,usp_CReport_VaultView,dbo,tbl_ROVaultTotal,USER_TABLE,False
dbo,usp_CReport_VaultView,dbo,Users,USER_TABLE,False
dbo,usp_CReport_VaultView_close,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_CReport_VaultView_close,dbo,tbl_ROVaultNote,USER_TABLE,False
dbo,usp_CReport_VaultView_close,dbo,tbl_ROVaultTotal,USER_TABLE,False
dbo,usp_CReport_VaultView_close,dbo,Users,USER_TABLE,False
dbo,usp_CReport_VaultViewForBills,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_CReport_VaultViewForBills,dbo,tbl_ROVaultNote,USER_TABLE,False
dbo,usp_CReport_VaultViewForBills,dbo,tbl_ROVaultTotal,USER_TABLE,False
dbo,usp_CReport_VaultViewForBills,dbo,Users,USER_TABLE,False
dbo,usp_CReport_VaultViewForCoin,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_CReport_VaultViewForCoin,dbo,tbl_ROVaultNote,USER_TABLE,False
dbo,usp_CReport_VaultViewForCoin,dbo,tbl_ROVaultTotal,USER_TABLE,False
dbo,usp_CReport_VaultViewForCoin,dbo,Users,USER_TABLE,False
dbo,usp_CTransaction_Insert,dbo,tbl_CTransaction,USER_TABLE,False
dbo,usp_currency_Note_list,dbo,RO_CompanyInfo,USER_TABLE,False
dbo,usp_currency_Note_list,dbo,RO_Currency,USER_TABLE,False
dbo,usp_currency_Note_list,dbo,tbl_ROVaultNote,USER_TABLE,False
dbo,usp_Dashboard_GetAssignedRoles,dbo,aspnet_Roles,USER_TABLE,False
dbo,usp_Dashboard_GetAssignedRoles,dbo,Dashboard_Roles,USER_TABLE,False
dbo,usp_Dashboard_GetAssignedRoles,dbo,PortalRole,USER_TABLE,False
dbo,usp_Dashboard_InsertRoles,,sp_PagePermissionDeleteByPageID,,False
dbo,usp_Dashboard_InsertRoles,,usp_UserModulesPermissionAdd,,False
dbo,usp_Dashboard_InsertRoles,dbo,Dashboard_Roles,USER_TABLE,False
dbo,usp_Dashboard_InsertRoles,dbo,ModuleDefPermission,USER_TABLE,False
dbo,usp_Dashboard_InsertRoles,dbo,PageModules,USER_TABLE,False
dbo,usp_Dashboard_InsertRoles,dbo,PagePermission,USER_TABLE,False
dbo,usp_Dashboard_InsertRoles,dbo,UserModulePermission,USER_TABLE,False
dbo,usp_Dashboard_InsertRoles,dbo,usp_UserModulePermissionDelete,SQL_STORED_PROCEDURE,False
dbo,usp_Dashboard_InsertRoles,Node,value,,True
dbo,usp_DashboardGetAdminPages,dbo,PageMenu,USER_TABLE,False
dbo,usp_DashboardGetAdminPages,dbo,Pages,USER_TABLE,False
dbo,usp_DashBoardGetAll,dbo,DashBoardSettingKey,USER_TABLE,False
dbo,usp_DashBoardGetAll,dbo,DashBoardSettingValue,USER_TABLE,False
dbo,usp_DashboardGetSettingByKey,dbo,DashboardSettingsKeyValue,USER_TABLE,False
dbo,usp_DashBoardPageModuleStatistics,dbo,aspnet_Roles,USER_TABLE,False
dbo,usp_DashBoardPageModuleStatistics,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,usp_DashBoardPageModuleStatistics,dbo,PageMenu,USER_TABLE,False
dbo,usp_DashBoardPageModuleStatistics,dbo,Pages,USER_TABLE,False
dbo,usp_DashBoardPageModuleStatistics,dbo,PortalUser,USER_TABLE,False
dbo,usp_DashBoardPageModuleStatistics,dbo,SessionTracker,USER_TABLE,False
dbo,usp_DashBoardPageModuleStatistics,dbo,vw_PortalUsers,VIEW,False
dbo,usp_DashboardQuickLinkAdd,dbo,DashboardQuickLinks,USER_TABLE,False
dbo,usp_DashboardQuickLinkDelete,dbo,DashboardQuickLinks,USER_TABLE,False
dbo,usp_DashboardQuickLinkGet,dbo,aspnet_Users,USER_TABLE,False
dbo,usp_DashboardQuickLinkGet,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,usp_DashboardQuickLinkGet,dbo,DashboardQuickLinks,USER_TABLE,False
dbo,usp_DashboardQuickLinkGet,dbo,PagePermission,USER_TABLE,False
dbo,usp_DashboardQuickLinkGet,dbo,Pages,USER_TABLE,False
dbo,usp_DashboardQuickLinkGetAll,dbo,aspnet_Users,USER_TABLE,False
dbo,usp_DashboardQuickLinkGetAll,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,usp_DashboardQuickLinkGetAll,dbo,DashboardQuickLinks,USER_TABLE,False
dbo,usp_DashboardQuickLinkGetAll,dbo,PagePermission,USER_TABLE,False
dbo,usp_DashboardQuickLinkGetAll,dbo,Pages,USER_TABLE,False
dbo,usp_DashboardQuickLinkGetDetails,dbo,DashboardQuickLinks,USER_TABLE,False
dbo,usp_DashboardQuickLinkReorder,dbo,DashboardQuickLinks,USER_TABLE,False
dbo,usp_DashboardQuickLinkUpdate,dbo,DashboardQuickLinks,USER_TABLE,False
dbo,usp_DashBoardSettingAddUpdate,dbo,DashboardSettingsKeyValue,USER_TABLE,False
dbo,usp_DashBoardSettingsSelect,dbo,DashBoardSettingKey,USER_TABLE,False
dbo,usp_DashBoardSettingsSelect,dbo,DashBoardSettingValue,USER_TABLE,False
dbo,usp_DashboardSidebarAdd,dbo,DashboardSidebar,USER_TABLE,False
dbo,usp_DashboardSidebarDelete,dbo,DashboardSidebar,USER_TABLE,False
dbo,usp_DashboardSidebarGet,dbo,aspnet_Users,USER_TABLE,False
dbo,usp_DashboardSidebarGet,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,usp_DashboardSidebarGet,dbo,DashboardSidebar,USER_TABLE,False
dbo,usp_DashboardSidebarGet,dbo,PagePermission,USER_TABLE,False
dbo,usp_DashboardSidebarGet,dbo,Pages,USER_TABLE,False
dbo,usp_DashboardSidebarGetAll,dbo,aspnet_Users,USER_TABLE,False
dbo,usp_DashboardSidebarGetAll,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,usp_DashboardSidebarGetAll,dbo,DashboardSidebar,USER_TABLE,False
dbo,usp_DashboardSidebarGetAll,dbo,PagePermission,USER_TABLE,False
dbo,usp_DashboardSidebarGetAll,dbo,Pages,USER_TABLE,False
dbo,usp_DashboardSidebarGetDetails,dbo,DashboardSidebar,USER_TABLE,False
dbo,usp_DashboardSidebarGetParents,dbo,DashboardSidebar,USER_TABLE,False
dbo,usp_DashboardSidebarReorder,dbo,DashboardSidebar,USER_TABLE,False
dbo,usp_DashboardSidebarUpdate,dbo,DashboardSidebar,USER_TABLE,False
dbo,USP_DELETE_ITEMBALANCE,dbo,ROI_ITEMBal,USER_TABLE,False
dbo,USP_DELETE_ITEMRATE,dbo,ROI_ItemRate,USER_TABLE,False
dbo,usp_deleteCompanyInfo,dbo,RO_CompanyInfo,USER_TABLE,False
dbo,USP_DeleteGlobalizedMenubyLanguageId,dbo,RO_GlobalizedMenu,USER_TABLE,False
dbo,usp_DeleteGroupItemByID,dbo,Roi_GroupWithItem,USER_TABLE,False
dbo,USP_DeleteLoyalityCardType,dbo,LoyalityCardType,USER_TABLE,False
dbo,USP_DeleteMinimumSTock,dbo,StoreItemMinimumStock,USER_TABLE,False
dbo,USP_DELETEPurchaseMainID,dbo,ROI_PurchaseDetails,USER_TABLE,False
dbo,USP_DeleteROI_Item,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,USP_DeleteROI_Item,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,USP_DeleteROI_Item,dbo,StoreItemMinimumStock,USER_TABLE,False
dbo,USP_DELETESTORE,dbo,CostCenterInfo,USER_TABLE,False
dbo,USP_DELETESTORE,dbo,ROI_Store,USER_TABLE,False
dbo,usp_DeleteSystemEventStartUp,dbo,PortalStartUp,USER_TABLE,False
dbo,usp_DeleteWaiterFromLog,dbo,WaiterNotificationLog,USER_TABLE,False
dbo,usp_DoesClosingExist,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_DoesClosingExist,dbo,tbl_ROVaultTotal,USER_TABLE,False
dbo,usp_DoesClosingExistOfCounterTotal,dbo,tbl_CounterTotal,USER_TABLE,False
dbo,usp_DoesClosingExistOfCounterTotal,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_DoesopeningExist,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_DoesopeningExist,dbo,tbl_ROVaultTotal,USER_TABLE,False
dbo,usp_DoesopeningExistOfCounterTotal,dbo,tbl_CounterTotal,USER_TABLE,False
dbo,usp_DoesopeningExistOfCounterTotal,dbo,tbl_Roi_Data,USER_TABLE,False
dbo,usp_editItem,dbo,RO_ExtraItem,USER_TABLE,False
dbo,usp_FileManagerAddDatabaseFile,dbo,File,,False
dbo,usp_FileManagerAddFile,dbo,File,,False
dbo,usp_FileManagerAddFolder,dbo,Folder,,False
dbo,usp_FileManagerAddFolderRetFolderID,dbo,Folder,,False
dbo,usp_FileManagerAddRootFolder,dbo,Folder,,False
dbo,usp_FileManagerCopyFile,,File,,False
dbo,usp_FileManagerDeleteExistingPermissions,,folderpermission,,False
dbo,usp_FileManagerDeleteFileFolder,,file,,False
dbo,usp_FileManagerDeleteFileFolder,,folder,,False
dbo,usp_FileManagerDeleteRootFolder,,File,,False
dbo,usp_FileManagerDeleteRootFolder,,Folder,,False
dbo,usp_FileManagerDisableRootFolder,,folder,,False
dbo,usp_FileManagerEnableRootFolder,,folder,,False
dbo,usp_FileManagerGetActiveRootFolders,dbo,Folder,,False
dbo,usp_FileManagerGetAllFolders,dbo,Folder,,False
dbo,usp_FileManagerGetFileDetails,,Folder,,False
dbo,usp_FileManagerGetFileDetails,dbo,File,,False
dbo,usp_FileManagerGetFiles,,Folder,,False
dbo,usp_FileManagerGetFiles,dbo,File,,False
dbo,usp_FileManagerGetFolderPermission,dbo,FolderPermission,,False
dbo,usp_FileManagerGetFolderPermission,dbo,Permission,USER_TABLE,False
dbo,usp_FileManagerGetFolderPermission,dbo,Users,USER_TABLE,False
dbo,usp_FileManagerGetFolderPermissionByUserID,,FolderPermission,,False
dbo,usp_FileManagerGetFolderPermissionByUserID,,usp_FileManagerGetModulePermission,,False
dbo,usp_FileManagerGetFolderPermissionByUserID,dbo,aspnet_Roles,USER_TABLE,False
dbo,usp_FileManagerGetFolderPermissionByUserID,dbo,aspnet_Users,USER_TABLE,False
dbo,usp_FileManagerGetFolderPermissionByUserID,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,usp_FileManagerGetFolderPermissionByUserID,dbo,Permission,USER_TABLE,False
dbo,usp_FileManagerGetFolders,dbo,Folder,,False
dbo,usp_FileManagerGetModulePermission,dbo,aspnet_Roles,USER_TABLE,False
dbo,usp_FileManagerGetModulePermission,dbo,aspnet_Users,USER_TABLE,False
dbo,usp_FileManagerGetModulePermission,dbo,aspnet_UsersInRoles,USER_TABLE,False
dbo,usp_FileManagerGetModulePermission,dbo,ModuleDefPermission,USER_TABLE,False
dbo,usp_FileManagerGetModulePermission,dbo,Permission,USER_TABLE,False
dbo,usp_FileManagerGetModulePermission,dbo,UserModulePermission,USER_TABLE,False
dbo,usp_FileManagerGetModulePermission,dbo,UserModules,USER_TABLE,False
dbo,usp_FileManagerGetRootFolders,dbo,Folder,,False
dbo,usp_FileManagerGetUserID,dbo,Users,USER_TABLE,False
dbo,usp_FileManagerGetUsersWithPermissions,,FolderPermission,,False
dbo,usp_FileManagerGetUsersWithPermissions,dbo,Users,USER_TABLE,False
dbo,usp_FileManagerMoveFile,,File,,False
dbo,usp_FileManagerSearchFiles,,Folder,,False
dbo,usp_FileManagerSearchFiles,dbo,File,,False
dbo,usp_FileManagerSetFolderPermission,,FolderPermission,,False
dbo,usp_FileManagerSetFolderPermission,dbo,Permission,USER_TABLE,False
dbo,usp_FileManagerSettingAddUpdate,dbo,FileManagerSettingValue,,False
dbo,usp_FileManagerSettingGetAll,dbo,FileManagerSettingKey,,False
dbo,usp_FileManagerSettingGetAll,dbo,FileManagerSettingValue,,False
dbo,usp_FileManagerUpdateFile,,File,,False
dbo,usp_FormValueDelete,,Form,,False
dbo,usp_FormValueDelete,,FormFields,,False
dbo,usp_FormValueDelete,,FormFieldValue,,False
dbo,usp_FrontPage_DeleteByID,dbo,FrontPage,USER_TABLE,False
dbo,usp_FrontPage_GetallData,dbo,FrontPage,USER_TABLE,False
dbo,usp_FrontPage_GetByID,dbo,FrontPage,USER_TABLE,False
dbo,usp_FrontPage_Insert,dbo,FrontPage,USER_TABLE,False
dbo,usp_FrontPage_Update,dbo,FrontPage,USER_TABLE,False
dbo,USP_GET_BALANCE,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,USP_GET_BALANCE,dbo,ROI_OpeningStockTransaction,USER_TABLE,False
dbo,USP_GET_BALANCE,dbo,ROI_Store,USER_TABLE,False
dbo,USP_GET_BALANCE,dbo,ROI_Unit1,USER_TABLE,False
dbo,USP_GET_MEMBER_CREDIT,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,USP_GET_MEMBER_CREDIT,dbo,tbl_cus_credit,USER_TABLE,False
dbo,USP_GET_MEMBER_CREDIT_BYID,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,USP_GET_MEMBER_CREDIT_BYID,dbo,RO_MemberPaymentMode,USER_TABLE,False
dbo,USP_GET_MEMBER_CREDIT_BYID,dbo,RO_PaymentModes,USER_TABLE,False
dbo,USP_GET_MEMBER_CREDIT_REPORT,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,USP_GET_MEMBER_CREDIT_REPORT,dbo,RO_RestroRoom,USER_TABLE,False
dbo,USP_GET_MEMBER_CREDIT_REPORT,dbo,RO_restroTable,USER_TABLE,False
dbo,USP_GET_MEMBER_CREDIT_REPORT,dbo,RO_SalesMaster,USER_TABLE,False
dbo,USP_GET_MEMBER_EXTRABILLING,dbo,tbl_ExtraBillingDetails,USER_TABLE,False
dbo,USP_GET_MEMBER_EXTRABILLING,dbo,tbl_ExtraBillingMaster,USER_TABLE,False
dbo,USP_GET_ROUNIT,dbo,FGetUnitTB,SQL_INLINE_TABLE_VALUED_FUNCTION,False
dbo,USP_GET_ROUNIT,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,USP_GET_ROUNIT,dbo,ROI_Unit1,USER_TABLE,False
dbo,USP_GETADJSMENT,dbo,ROI_AdjustmentMain,USER_TABLE,False
dbo,USP_GETADJSMENT,dbo,ROI_Store,USER_TABLE,False
dbo,usp_getadjustmentDetails,dbo,AdjustmentDetls,,False
dbo,usp_getadjustmentDetails,dbo,AdjustmentMain,,False
dbo,usp_GetAdminPages,dbo,PageMenu,USER_TABLE,False
dbo,usp_GetAdminPages,dbo,Pages,USER_TABLE,False
dbo,usp_getAdvancePayBill,dbo,RO_AdvancePaymentMode,USER_TABLE,False
dbo,usp_getAdvancePayBill,dbo,RO_CardProvider,USER_TABLE,False
dbo,usp_getAdvancePayBill,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,usp_getAdvancePayBill,dbo,RO_OrderMasters,USER_TABLE,False
dbo,usp_getAdvancePayBill,dbo,Ro_RoomBookings,USER_TABLE,False
dbo,usp_getAdvanceReturnBill,dbo,RO_CardProvider,USER_TABLE,False
dbo,usp_getAdvanceReturnBill,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,usp_getAdvanceReturnBill,dbo,RO_MemberPay,USER_TABLE,False
dbo,usp_getAdvanceReturnBill,dbo,RO_MemberPaymentMode,USER_TABLE,False
dbo,USP_GETAGENTLIST,dbo,RO_Agent,USER_TABLE,False
dbo,USP_GetAllItemforCategory,dbo,CostCenterInfo,USER_TABLE,False
dbo,USP_GetAllItemforCategory,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,USP_GetAllItemforCategory,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,USP_GetAllItemforCategoryHirerchy,dbo,CostCenterInfo,USER_TABLE,False
dbo,USP_GetAllItemforCategoryHirerchy,dbo,fn_LevelPrefix,SQL_SCALAR_FUNCTION,True
dbo,USP_GetAllItemforCategoryHirerchy,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,USP_GetAllItemforCategoryHirerchy,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,USP_GetAllItemfromDatabases,dbo,CostCenterInfo,USER_TABLE,False
dbo,USP_GetAllItemfromDatabases,dbo,RO_ExtraItem,USER_TABLE,False
dbo,USP_GetAllItemfromDatabases,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,USP_GetAllItemfromDatabases,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,USP_GetAllItemfromDatabases,dbo,ROI_ItemRate,USER_TABLE,False
dbo,USP_GetAllItems,dbo,CostCenterInfo,USER_TABLE,False
dbo,USP_GetAllItems,dbo,fn_LevelPrefix,SQL_SCALAR_FUNCTION,True
dbo,USP_GetAllItems,dbo,RO_ExtraItem,USER_TABLE,False
dbo,USP_GetAllItems,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,USP_GetAllItems,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,USP_GetAllItems,dbo,ROI_ItemRate,USER_TABLE,False
dbo,USP_GetAllItems,dbo,ROI_Unit1,USER_TABLE,False
dbo,usp_getallproduct,dbo,PR_ProductionInstant,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,CBMS_BillPostLog,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,RO_AdvancePaymentMode,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,RO_BillingAmount,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,RO_CardProvider,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,RO_fiscalYear,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,RO_MemberPay,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,RO_MemberPaymentMode,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,RO_OrderMasters,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,Ro_RoomBookings,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,RO_SalesMaster,USER_TABLE,False
dbo,usp_GetAllSalesProvidersReport,dbo,RO_SalesPaymentMode,USER_TABLE,False
dbo,usp_GetAllSecurePages,dbo,Pages,USER_TABLE,False
dbo,usp_GetAllSettings,dbo,Portal,USER_TABLE,False
dbo,usp_GetAllSettings,dbo,SettingKey,USER_TABLE,False
dbo,usp_GetAllSettings,dbo,SettingValue,USER_TABLE,False
dbo,usp_GetApplicationInfo,dbo,aspnet_Applications,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,CBMS_BillPostLog,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,DBLog,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,PrintDetail,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,RO_Combo,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,RO_CompanyInfo,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,RO_fiscalYear,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,RO_Order_Detail,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,RO_OrderMasters,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,RO_restroTable,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,Ro_RoomType,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,RO_SalesMaster,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,usp_GetAuditLog,dbo,ROI_ItemRateHistory,USER_TABLE,False
dbo,USP_getAutoRecquistionNo,dbo,Req_Recquistion,USER_TABLE,False
dbo,usp_getBillterm,dbo,RO_BillTerm,USER_TABLE,False
dbo,usp_GetBlogRssContent,dbo,BlogRssContent,USER_TABLE,False
dbo,usp_GetBrowser_Report,dbo,SessionTracker,USER_TABLE,False
dbo,usp_getcakediscount,dbo,RO_Discount,USER_TABLE,False
dbo,USP_getcakeordernobyOrdermasterId,dbo,RO_CakeOrderMaster,USER_TABLE,False
dbo,USP_getcakeordernobyOrdermasterId,dbo,RO_CakeOrderToken,USER_TABLE,False
dbo,USP_GetCakeOrders,dbo,RO_CakeOrder_Detail,USER_TABLE,False
dbo,USP_GetCakeOrders,dbo,RO_CakeOrderMaster,USER_TABLE,False
dbo,USP_GetCancelledOrderBY,dbo,Order_Detail_Cancel,USER_TABLE,False
dbo,USP_GetCashier,dbo,RO_Sales_View,USER_TABLE,False
dbo,USP_GETCOMBOBYID,dbo,RO_Combo,USER_TABLE,False
dbo,USP_GETCOMBOBYID,dbo,RO_ComboDetails,USER_TABLE,False
dbo,USP_GETCOMBOBYID,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,USP_GETCOMBOBYID,dbo,ROI_ItemRate,USER_TABLE,False
dbo,usp_getcombomenu,dbo,RO_Combo,USER_TABLE,False
dbo,usp_getcompanyInfo,dbo,RO_BillTerm,USER_TABLE,False
dbo,usp_getcompanyInfo,dbo,RO_CompanyInfo,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,Comp_ExtraItem,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,CompItemStatus,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,RO_Combo,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,RO_ComplementaryItems,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,RO_ItemStatus,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,RO_RestroRoom,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,RO_restroTable,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,ROI_ItemDetails,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,ROI_ItemRate,USER_TABLE,False
dbo,USP_GetCompDataFromCostCenterID,dbo,tblComplementaryMaster,USER_TABLE,False
dbo,USP_GETCOMPDETAILS,dbo,CompItemStatus,USER_TABLE,False
dbo,USP_GETCOMPDETAILS,dbo,RO_Combo,USER_TABLE,False
dbo,USP_GETCOMPDETAILS,dbo,RO_ComplementaryItems,USER_TABLE,False
dbo,USP_GETCOMPDETAILS,dbo,RO_ItemStatus,USER_TABLE,False
dbo,USP_GETCOMPDETAILS,dbo,ROI_ITEMMain,USER_TABLE,False
dbo,USP_GetCostCenter,dbo,CostCenterInfo,USER_TABLE,False
dbo,USP_GetCostCenterGroup,dbo,RO_CostCenterGroup,USER_TABLE,False
dbo,usp_GetCountry_Report,dbo,SessionTracker,USER_TABLE,False
dbo,USP_GETCREDITPAYBILL,dbo,RO_CardProvider,USER_TABLE,False
dbo,USP_GETCREDITPAYBILL,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,USP_GETCREDITPAYBILL,dbo,RO_MemberPay,USER_TABLE,False
dbo,USP_GETCREDITPAYBILL,dbo,RO_MemberPaymentMode,USER_TABLE,False
dbo,USP_GETCREDITPAYBILL,dbo,RO_PaymentModes,USER_TABLE,False
dbo,USP_GetCustomer,dbo,RO_Sales_View,USER_TABLE,False
dbo,usp_GetCustomerBalance,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,usp_GetCustomerBalanceByID,dbo,RO_LoyaltyMembership,USER_TABLE,False
dbo,usp_GetCustomerBalanceByID,dbo,RO_MemberPaymentMode,USER_TABLE,False
dbo,usp_GetCustomerBalanceByID,dbo,RO_PaymentModes,USER_TABLE,False
